"","ID","Local_ID","Language_ID","Parameter_ID","Value","Form","Segments","Comment","Source","Cognacy","Loan","Graphemes","Profile","Problematic","Other_Form","Variant_ID"
"20","aheu1239-1-20-1",NA,"aheu1239-1",20,"saːw11","saːw11",NA,"","chan2019",NA,"true",NA,NA,"false","",1
"21","aheu1239-1-21-1",NA,"aheu1239-1",21,"saːw11 ʔet55","saːw11 ʔet55",NA,"","chan2019",NA,"true",NA,NA,"false","",1
"22","aheu1239-1-22-1",NA,"aheu1239-1",22,"saːw11 sɔːŋ55","saːw11 sɔːŋ55",NA,"","chan2019",NA,"true",NA,NA,"false","",1
"23","aheu1239-1-23-1",NA,"aheu1239-1",23,"saːw11 saːm35","saːw11 saːm35",NA,"","chan2019",NA,"true",NA,NA,"false","",1
"24","aheu1239-1-24-1",NA,"aheu1239-1",24,"saːw11 si55","saːw11 si55",NA,"","chan2019",NA,"true",NA,NA,"false","",1
"25","aheu1239-1-25-1",NA,"aheu1239-1",25,"saːw11 ha55","saːw11 ha55",NA,"","chan2019",NA,"true",NA,NA,"false","",1
"26","aheu1239-1-26-1",NA,"aheu1239-1",26,"saːw11 hok55","saːw11 hok55",NA,"","chan2019",NA,"true",NA,NA,"false","",1
"27","aheu1239-1-27-1",NA,"aheu1239-1",27,"saːw11 cet55","saːw11 cet55",NA,"","chan2019",NA,"true",NA,NA,"false","",1
"28","aheu1239-1-28-1",NA,"aheu1239-1",28,"saːw11 pɛːt55","saːw11 pɛːt55",NA,"","chan2019",NA,"true",NA,NA,"false","",1
"29","aheu1239-1-29-1",NA,"aheu1239-1",29,"saːw11 kaw35","saːw11 kaw35",NA,"","chan2019",NA,"true",NA,NA,"false","",1
"30","aheu1239-1-30-1",NA,"aheu1239-1",30,"saːm55 sip55","saːm55 sip55",NA,"","chan2019",NA,"true",NA,NA,"false","",1
"31","aheu1239-1-40-1",NA,"aheu1239-1",40,"si55 sip55","si55 sip55",NA,"","chan2019",NA,"true",NA,NA,"false","",1
"32","aheu1239-1-50-1",NA,"aheu1239-1",50,"ha55 sip55","ha55 sip55",NA,"","chan2019",NA,"true",NA,NA,"false","",1
"33","aheu1239-1-60-1",NA,"aheu1239-1",60,"hok55 sip55","hok55 sip55",NA,"","chan2019",NA,"true",NA,NA,"false","",1
"34","aheu1239-1-70-1",NA,"aheu1239-1",70,"cet55 sip55","cet55 sip55",NA,"","chan2019",NA,"true",NA,NA,"false","",1
"35","aheu1239-1-80-1",NA,"aheu1239-1",80,"pɛːt55 sip55","pɛːt55 sip55",NA,"","chan2019",NA,"true",NA,NA,"false","",1
"36","aheu1239-1-90-1",NA,"aheu1239-1",90,"kaw53 sip55","kaw53 sip55",NA,"","chan2019",NA,"true",NA,NA,"false","",1
"37","aheu1239-1-100-1",NA,"aheu1239-1",100,"mɔːc11lɔːj11","mɔːc11lɔːj11",NA,"","chan2019",NA,"true",NA,NA,"false","",1
"38","aheu1239-1-200-1",NA,"aheu1239-1",200,"ha:l55lɔːj11","ha:l55lɔːj11",NA,"","chan2019",NA,"true",NA,NA,"false","",1
"39","aheu1239-1-1000-1",NA,"aheu1239-1",1000,"mɔːc11 pɜn11","mɔːc11 pɜn11",NA,"","chan2019",NA,"true",NA,NA,"false","",1
"40","aheu1239-1-2000-1",NA,"aheu1239-1",2000,"ha:l55 pɜn11","ha:l55 pɜn11",NA,"","chan2019",NA,"true",NA,NA,"false","",1
"41","alak1253-1-1-1",NA,"alak1253-1",1,"moːj","moːj",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"42","alak1253-1-2-1",NA,"alak1253-1",2,"pˤaːr","pˤaːr",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"43","alak1253-1-2-2",NA,"alak1253-1",2,"baːr","baːr",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"44","alak1253-1-3-1",NA,"alak1253-1",3,"paj","paj",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"45","alak1253-1-4-1",NA,"alak1253-1",4,"poːn","poːn",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"46","alak1253-1-5-1",NA,"alak1253-1",5,"pˤartˤam","pˤartˤam",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"47","alak1253-1-5-2",NA,"alak1253-1",5,"padam","padam",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"48","alak1253-1-6-1",NA,"alak1253-1",6,"taraw","taraw",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"49","alak1253-1-7-1",NA,"alak1253-1",7,"tampɔh","tampɔh",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"50","alak1253-1-8-1",NA,"alak1253-1",8,"taŋhaːm","taŋhaːm",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"51","alak1253-1-8-2",NA,"alak1253-1",8,"tahaːm","tahaːm",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"52","alak1253-1-9-1",NA,"alak1253-1",9,"taɲciːn","taɲciːn",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"53","alak1253-1-9-2",NA,"alak1253-1",9,"taciːn","taciːn",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"54","alak1253-1-10-1",NA,"alak1253-1",10,"cˤit","cˤit",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"55","alak1253-1-10-2",NA,"alak1253-1",10,"dʒit","dʒit",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"56","alak1253-1-100-1",NA,"alak1253-1",100,"klam","klam",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"57","alak1253-1-1000-1",NA,"alak1253-1",1000,"pˤan","pˤan",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"58","alak1253-1-1000-2",NA,"alak1253-1",1000,"ban","ban",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"59","arem1240-1-1-1",NA,"arem1240-1",1,"mṳːc","mṳːc",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"60","arem1240-1-2-1",NA,"arem1240-1",2,"hæ:l","hæ:l",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"61","arem1240-1-3-1",NA,"arem1240-1",3,"pæ","pæ",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"62","arem1240-1-4-1",NA,"arem1240-1",4,"puon","puon",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"63","arem1240-1-5-1",NA,"arem1240-1",5,"ɗam","ɗam",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"64","arem1240-1-6-1",NA,"arem1240-1",6,"prawʔ","prawʔ",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"65","arem1240-1-7-1",NA,"arem1240-1",7,"pʌh","pʌh",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"66","arem1240-1-8-1",NA,"arem1240-1",8,"tʰæːm","tʰæːm",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"67","arem1240-1-9-1",NA,"arem1240-1",9,"ciːnˀ","ciːnˀ",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"68","arem1240-1-10-1",NA,"arem1240-1",10,"ᶮcṳk","ᶮcṳk",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"69","arem1240-1-11-1",NA,"arem1240-1",11,"ᶮcṳk mṳːc","ᶮcṳk mṳːc",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"70","arem1240-1-12-1",NA,"arem1240-1",12,"ᶮcṳk hæ:l","ᶮcṳk hæ:l",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"71","arem1240-1-13-1",NA,"arem1240-1",13,"ᶮcṳk pæ","ᶮcṳk pæ",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"72","arem1240-1-14-1",NA,"arem1240-1",14,"ᶮcṳk puon","ᶮcṳk puon",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"73","arem1240-1-15-1",NA,"arem1240-1",15,"ᶮcṳk ɗam","ᶮcṳk ɗam",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"74","arem1240-1-16-1",NA,"arem1240-1",16,"ᶮcṳkprawʔ","ᶮcṳkprawʔ",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"75","arem1240-1-17-1",NA,"arem1240-1",17,"ᶮcṳk pʌh","ᶮcṳk pʌh",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"76","arem1240-1-18-1",NA,"arem1240-1",18,"ᶮcṳk tʰæːm","ᶮcṳk tʰæːm",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"77","arem1240-1-19-1",NA,"arem1240-1",19,"ᶮcṳk ciːnˀ","ᶮcṳk ciːnˀ",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"78","arem1240-1-20-1",NA,"arem1240-1",20,"hæ:l cṳk","hæ:l cṳk",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"79","arem1240-1-21-1",NA,"arem1240-1",21,"hæ:l cṳkmṳːc","hæ:l cṳkmṳːc",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"80","arem1240-1-22-1",NA,"arem1240-1",22,"hæ:l cṳk hæ:l","hæ:l cṳk hæ:l",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"81","arem1240-1-23-1",NA,"arem1240-1",23,"hæ:l cṳkpæ","hæ:l cṳkpæ",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"82","arem1240-1-24-1",NA,"arem1240-1",24,"hæ:l cṳk puon","hæ:l cṳk puon",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"83","arem1240-1-25-1",NA,"arem1240-1",25,"hæ:l cṳk ɗam","hæ:l cṳk ɗam",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"84","arem1240-1-26-1",NA,"arem1240-1",26,"hæ:l cṳk prawʔ","hæ:l cṳk prawʔ",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"85","arem1240-1-27-1",NA,"arem1240-1",27,"hæ:l cṳk pʌh","hæ:l cṳk pʌh",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"86","arem1240-1-28-1",NA,"arem1240-1",28,"hæ:l cṳk tʰæːm","hæ:l cṳk tʰæːm",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"87","arem1240-1-29-1",NA,"arem1240-1",29,"hæ:l cṳk ciːnˀ","hæ:l cṳk ciːnˀ",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"88","arem1240-1-30-1",NA,"arem1240-1",30,"pæ cṳk","pæ cṳk",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"89","arem1240-1-40-1",NA,"arem1240-1",40,"puon cṳk","puon cṳk",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"90","arem1240-1-50-1",NA,"arem1240-1",50,"ɗam cṳk","ɗam cṳk",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"91","arem1240-1-60-1",NA,"arem1240-1",60,"prawʔ cṳk","prawʔ cṳk",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"92","arem1240-1-70-1",NA,"arem1240-1",70,"pʌh cṳk","pʌh cṳk",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"93","arem1240-1-80-1",NA,"arem1240-1",80,"tʰæːm cṳk","tʰæːm cṳk",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"94","arem1240-1-90-1",NA,"arem1240-1",90,"ciːnˀ cṳk","ciːnˀ cṳk",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"95","arem1240-1-100-1",NA,"arem1240-1",100,"mṳːc tlam","mṳːc tlam",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"96","arem1240-1-200-1",NA,"arem1240-1",200,"hæ:l tlam","hæ:l tlam",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"97","arem1240-1-1000-1",NA,"arem1240-1",1000,"mṳːc ŋi̤n","mṳːc ŋi̤n",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"98","arem1240-1-2000-1",NA,"arem1240-1",2000,"hæ:l ŋi̤n","hæ:l ŋi̤n",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"99","asur1254-1-1-1",NA,"asur1254-1",1,"mɪjʌɖ̚","mɪjʌɖ̚",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"100","asur1254-1-2-1",NA,"asur1254-1",2,"bʌɾɪja","bʌɾɪja",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"101","asur1254-1-3-1",NA,"asur1254-1",3,"peja","peja",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"102","asur1254-1-4-1",NA,"asur1254-1",4,"t͡ʃaɪɾ","t͡ʃaɪɾ",NA,"< Indo-Aryan","chan2019",NA,"true",NA,NA,"false","",1
"103","asur1254-1-5-1",NA,"asur1254-1",5,"pãt͡ʃ","pãt͡ʃ",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"104","asur1254-1-6-1",NA,"asur1254-1",6,"t͡ʃʰaᵘ","t͡ʃʰaᵘ",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"105","asur1254-1-7-1",NA,"asur1254-1",7,"sat̪","sat̪",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"106","asur1254-1-8-1",NA,"asur1254-1",8,"aʈʰ","aʈʰ",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"107","asur1254-1-9-1",NA,"asur1254-1",9,"naᵘ","naᵘ",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"108","asur1254-1-10-1",NA,"asur1254-1",10,"d̪as","d̪as",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"109","asur1254-1-11-1",NA,"asur1254-1",11,"ɡaɾa","ɡaɾa",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"110","asur1254-1-12-1",NA,"asur1254-1",12,"baɾa","baɾa",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"111","asur1254-1-13-1",NA,"asur1254-1",13,"t̪eɾa","t̪eɾa",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"112","asur1254-1-14-1",NA,"asur1254-1",14,"t͡ʃaᵘd̪a","t͡ʃaᵘd̪a",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"113","asur1254-1-15-1",NA,"asur1254-1",15,"pan̪d̪ɾa","pan̪d̪ɾa",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"114","asur1254-1-16-1",NA,"asur1254-1",16,"sola","sola",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"115","asur1254-1-17-1",NA,"asur1254-1",17,"sʌt̪ɾa","sʌt̪ɾa",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"116","asur1254-1-18-1",NA,"asur1254-1",18,"aʈʰaɾa","aʈʰaɾa",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"117","asur1254-1-19-1",NA,"asur1254-1",19,"ʊnːaⁱs","ʊnːaⁱs",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"118","asur1254-1-20-1",NA,"asur1254-1",20,"bis","bis",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"119","asur1254-1-20-2",NA,"asur1254-1",20,"hɪsːi","hɪsːi",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"120","asur1254-1-20-3",NA,"asur1254-1",20,"mi kʊɾi","mi kʊɾi",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"121","asur1254-1-21-1",NA,"asur1254-1",21,"ekais","ekais",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"122","asur1254-1-21-2",NA,"asur1254-1",21,"hɪsːimɪjʌɖ̚","hɪsːimɪjʌɖ̚",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"123","asur1254-1-22-1",NA,"asur1254-1",22,"bais","bais",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"124","asur1254-1-22-2",NA,"asur1254-1",22,"hɪsːi bʌɾɪja","hɪsːi bʌɾɪja",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"125","asur1254-1-23-1",NA,"asur1254-1",23,"t̪ais","t̪ais",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"126","asur1254-1-23-2",NA,"asur1254-1",23,"hɪsːi peja","hɪsːi peja",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"127","asur1254-1-24-1",NA,"asur1254-1",24,"t͡ʃaᵘbis","t͡ʃaᵘbis",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"128","asur1254-1-24-2",NA,"asur1254-1",24,"hɪsːi t͡ʃaɪɾ","hɪsːi t͡ʃaɪɾ",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"129","asur1254-1-25-1",NA,"asur1254-1",25,"pat͡ʃːis","pat͡ʃːis",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"130","asur1254-1-25-2",NA,"asur1254-1",25,"hɪsːi pãt͡ʃ","hɪsːi pãt͡ʃ",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"131","asur1254-1-26-1",NA,"asur1254-1",26,"t͡ʃʰabːis","t͡ʃʰabːis",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"132","asur1254-1-26-2",NA,"asur1254-1",26,"hɪsːi t͡ʃʰaᵘ","hɪsːi t͡ʃʰaᵘ",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"133","asur1254-1-27-1",NA,"asur1254-1",27,"sat̪ais","sat̪ais",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"134","asur1254-1-27-2",NA,"asur1254-1",27,"hɪsːi sat̪","hɪsːi sat̪",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"135","asur1254-1-28-1",NA,"asur1254-1",28,"aʈʰais","aʈʰais",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"136","asur1254-1-28-2",NA,"asur1254-1",28,"hɪsːi aʈʰ","hɪsːi aʈʰ",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"137","asur1254-1-29-1",NA,"asur1254-1",29,"ʊn̪t̪is","ʊn̪t̪is",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"138","asur1254-1-29-2",NA,"asur1254-1",29,"hɪsːi naᵘ","hɪsːi naᵘ",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"139","asur1254-1-30-1",NA,"asur1254-1",30,"t̪is","t̪is",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"140","asur1254-1-30-2",NA,"asur1254-1",30,"hɪsːi d̪as","hɪsːi d̪as",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"141","asur1254-1-40-1",NA,"asur1254-1",40,"t͡ʃalis","t͡ʃalis",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"142","asur1254-1-40-2",NA,"asur1254-1",40,"d̪u kʊɾi","d̪u kʊɾi",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"143","asur1254-1-50-1",NA,"asur1254-1",50,"pat͡ʃːas","pat͡ʃːas",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"144","asur1254-1-50-2",NA,"asur1254-1",50,"baɾ kʊɾi d̪as","baɾ kʊɾi d̪as",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"145","asur1254-1-60-1",NA,"asur1254-1",60,"saʈʰ","saʈʰ",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"146","asur1254-1-60-2",NA,"asur1254-1",60,"pe kʊɾi","pe kʊɾi",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"147","asur1254-1-70-1",NA,"asur1254-1",70,"sat̪ːaɾ","sat̪ːaɾ",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"148","asur1254-1-70-2",NA,"asur1254-1",70,"pe kʊɾi d̪as","pe kʊɾi d̪as",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"149","asur1254-1-80-1",NA,"asur1254-1",80,"ʌsːi","ʌsːi",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"150","asur1254-1-80-2",NA,"asur1254-1",80,"t͡ʃaɪɾ kʊɾi","t͡ʃaɪɾ kʊɾi",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"151","asur1254-1-90-1",NA,"asur1254-1",90,"nʌbːe","nʌbːe",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"152","asur1254-1-90-2",NA,"asur1254-1",90,"t͡ʃaɪɾ kʊɾi d̪as","t͡ʃaɪɾ kʊɾi d̪as",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"153","asur1254-1-100-1",NA,"asur1254-1",100,"mi saᵘ","mi saᵘ",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"154","asur1254-1-200-1",NA,"asur1254-1",200,"baɾ saᵘ","baɾ saᵘ",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"155","asur1254-1-400-1",NA,"asur1254-1",400,"t͡ʃaɪɾ saᵘ","t͡ʃaɪɾ saᵘ",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"156","asur1254-1-800-1",NA,"asur1254-1",800,"aʈʰ saᵘ","aʈʰ saᵘ",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"157","asur1254-1-1000-1",NA,"asur1254-1",1000,"mi hʌd͡ʒaɾ","mi hʌd͡ʒaɾ",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"158","asur1254-1-2000-1",NA,"asur1254-1",2000,"baɾ hʌd͡ʒaɾ","baɾ hʌd͡ʒaɾ",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"159","bahn1262-1-1-1",NA,"bahn1262-1",1,"moːɲ","moːɲ",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"160","bahn1262-1-2-1",NA,"bahn1262-1",2,"ʔbaːr","ʔbaːr",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"161","bahn1262-1-3-1",NA,"bahn1262-1",3,"peːŋ","peːŋ",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"162","bahn1262-1-4-1",NA,"bahn1262-1",4,"pwan","pwan",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"163","bahn1262-1-5-1",NA,"bahn1262-1",5,"pəʔdam","pəʔdam",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"164","bahn1262-1-6-1",NA,"bahn1262-1",6,"tədrəw","tədrəw",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"165","bahn1262-1-7-1",NA,"bahn1262-1",7,"təpəh","təpəh",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"166","bahn1262-1-8-1",NA,"bahn1262-1",8,"təhŋaːm","təhŋaːm",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"167","bahn1262-1-9-1",NA,"bahn1262-1",9,"təsin","təsin",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"168","bahn1262-1-10-1",NA,"bahn1262-1",10,"miɲ ɟĭt","miɲ ɟĭt",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"169","bahn1262-1-11-1",NA,"bahn1262-1",11,"miɲ ɟĭt moːɲ","miɲ ɟĭt moːɲ",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"170","bahn1262-1-12-1",NA,"bahn1262-1",12,"miɲ ɟĭt ʔbaːr","miɲ ɟĭt ʔbaːr",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"171","bahn1262-1-13-1",NA,"bahn1262-1",13,"miɲ ɟĭt peːŋ","miɲ ɟĭt peːŋ",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"172","bahn1262-1-14-1",NA,"bahn1262-1",14,"miɲ ɟĭt pwan","miɲ ɟĭt pwan",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"173","bahn1262-1-15-1",NA,"bahn1262-1",15,"miɲ ɟĭt pəʔdam","miɲ ɟĭt pəʔdam",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"174","bahn1262-1-16-1",NA,"bahn1262-1",16,"miɲ ɟĭt tədrəw","miɲ ɟĭt tədrəw",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"175","bahn1262-1-17-1",NA,"bahn1262-1",17,"miɲ ɟĭt təpəh","miɲ ɟĭt təpəh",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"176","bahn1262-1-18-1",NA,"bahn1262-1",18,"miɲ ɟĭt təhŋaːm","miɲ ɟĭt təhŋaːm",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"177","bahn1262-1-19-1",NA,"bahn1262-1",19,"miɲ ɟĭt təsin","miɲ ɟĭt təsin",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"178","bahn1262-1-20-1",NA,"bahn1262-1",20,"ʔbaːr ɟĭt","ʔbaːr ɟĭt",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"179","bahn1262-1-21-1",NA,"bahn1262-1",21,"ʔbaːr ɟĭt moːɲ","ʔbaːr ɟĭt moːɲ",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"180","bahn1262-1-22-1",NA,"bahn1262-1",22,"ʔbaːr ɟĭt ʔbaːr","ʔbaːr ɟĭt ʔbaːr",NA,"","chan2019",NA,"false",NA,NA,"false","",1
