"","ID","Local_ID","Language_ID","Parameter_ID","Value","Form","Segments","Comment","Source","Cognacy","Loan","Graphemes","Profile","Problematic","Other_Form","Variant_ID"
"16","acha1249-1-16-1",NA,"acha1249-1",16,"tɑ31 tʂʰɿ55 tɑ31 pjɑ31 suŋ31 luŋ35","tɑ31 tʂʰɿ55 tɑ31 pjɑ31 suŋ31 luŋ35",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"17","acha1249-1-17-1",NA,"acha1249-1",17,"tɑ31 tʂʰɿ55 pʰɑ31 kɯ55 ȵɑ31 tɕi31","tɑ31 tʂʰɿ55 pʰɑ31 kɯ55 ȵɑ31 tɕi31",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"18","acha1249-1-18-1",NA,"acha1249-1",18,"tɑ31 tʂʰɿ55 tɑ31 pjɑ31 mɛ31 luŋ35","tɑ31 tʂʰɿ55 tɑ31 pjɑ31 mɛ31 luŋ35",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"19","acha1249-1-19-1",NA,"acha1249-1",19,"tɑ31 tʂʰɿ55 lɑ31 ŋoi31","tɑ31 tʂʰɿ55 lɑ31 ŋoi31",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"20","acha1249-1-20-1",NA,"acha1249-1",20,"sɿ55tʂʰɿ55","sɿ55tʂʰɿ55",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"21","acha1249-1-21-1",NA,"acha1249-1",21,"sɿ55 tʂʰɿ55 tɑ31 luŋ35","sɿ55 tʂʰɿ55 tɑ31 luŋ35",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"22","acha1249-1-22-1",NA,"acha1249-1",22,"sɿ55 tʂʰɿ55 sɿ55 luŋ35","sɿ55 tʂʰɿ55 sɿ55 luŋ35",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"23","acha1249-1-23-1",NA,"acha1249-1",23,"sɿ55 tʂʰɿ55 suŋ31 luŋ35","sɿ55 tʂʰɿ55 suŋ31 luŋ35",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"24","acha1249-1-24-1",NA,"acha1249-1",24,"sɿ55 tʂʰɿ55 mɛ31 luŋ35","sɿ55 tʂʰɿ55 mɛ31 luŋ35",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"25","acha1249-1-25-1",NA,"acha1249-1",25,"sɿ55 tʂʰɿ55 ŋɑ21 luŋ35","sɿ55 tʂʰɿ55 ŋɑ21 luŋ35",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"26","acha1249-1-26-1",NA,"acha1249-1",26,"sɿ55 tʂʰɿ55 tɑ31 pjɑ31 suŋ31luŋ35","sɿ55 tʂʰɿ55 tɑ31 pjɑ31 suŋ31luŋ35",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"27","acha1249-1-27-1",NA,"acha1249-1",27,"sɿ55 tʂʰɿ55 pʰɑ31 kɯ55 ȵɑ31tɕi31","sɿ55 tʂʰɿ55 pʰɑ31 kɯ55 ȵɑ31tɕi31",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"28","acha1249-1-28-1",NA,"acha1249-1",28,"sɿ55 tʂʰɿ55 tɑ31 pjɑ31 mɛ31luŋ35","sɿ55 tʂʰɿ55 tɑ31 pjɑ31 mɛ31luŋ35",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"29","acha1249-1-29-1",NA,"acha1249-1",29,"sɿ55 tʂʰɿ55 lɑ31 ŋoi31","sɿ55 tʂʰɿ55 lɑ31 ŋoi31",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"30","acha1249-1-30-1",NA,"acha1249-1",30,"suŋ31 tʂʰɿ55","suŋ31 tʂʰɿ55",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"31","acha1249-1-40-1",NA,"acha1249-1",40,"mɛ31 tʂʰɿ55","mɛ31 tʂʰɿ55",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"32","acha1249-1-50-1",NA,"acha1249-1",50,"ŋɑ21 tʂʰɿ55","ŋɑ21 tʂʰɿ55",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"33","acha1249-1-60-1",NA,"acha1249-1",60,"tɑ31 pjɑ31 suŋ31 luŋ35 tʂʰɿ55","tɑ31 pjɑ31 suŋ31 luŋ35 tʂʰɿ55",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"34","acha1249-1-70-1",NA,"acha1249-1",70,"pʰɑ31 kɯ55 ȵɑ31 tɕi31 tʂʰɿ55","pʰɑ31 kɯ55 ȵɑ31 tɕi31 tʂʰɿ55",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"35","acha1249-1-80-1",NA,"acha1249-1",80,"tɑ31 pjɑ31 mɛ31 luŋ35 tʂʰɿ55","tɑ31 pjɑ31 mɛ31 luŋ35 tʂʰɿ55",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"36","acha1249-1-90-1",NA,"acha1249-1",90,"lɑ31 ŋoi31 tʂʰɿ55","lɑ31 ŋoi31 tʂʰɿ55",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"37","acha1249-1-100-1",NA,"acha1249-1",100,"tɑ31pɯk55","tɑ31pɯk55",NA,"< Chinese","chan2019",NA,"true",NA,NA,"false","",1
"38","acha1249-1-200-1",NA,"acha1249-1",200,"sɿ55pɯk55","sɿ55pɯk55",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"39","acha1249-1-1000-1",NA,"acha1249-1",1000,"tɑ31tɕʰiɛn33","tɑ31tɕʰiɛn33",NA,"< Chinese","chan2019",NA,"true",NA,NA,"false","",1
"40","acha1249-1-2000-1",NA,"acha1249-1",2000,"sɿ55tɕʰiɛn33","sɿ55tɕʰiɛn33",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"41","aimo1244-1-1-1",NA,"aimo1244-1",1,"ə́nkʰə̀t","ə́nkʰə̀t",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"42","aimo1244-1-2-1",NA,"aimo1244-1",2,"ə́nni","ə́nni",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"43","aimo1244-1-3-1",NA,"aimo1244-1",3,"ə́ntʰùm","ə́ntʰùm",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"44","aimo1244-1-4-1",NA,"aimo1244-1",4,"mə́nli","mə́nli",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"45","aimo1244-1-5-1",NA,"aimo1244-1",5,"rə́ŋə̀","rə́ŋə̀",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"46","aimo1244-1-6-1",NA,"aimo1244-1",6,"kə́ruk","kə́ruk",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"47","aimo1244-1-7-1",NA,"aimo1244-1",7,"sə́ri","sə́ri",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"48","aimo1244-1-8-1",NA,"aimo1244-1",8,"kə́ríat","kə́ríat",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"49","aimo1244-1-9-1",NA,"aimo1244-1",9,"kúo","kúo",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"50","aimo1244-1-10-1",NA,"aimo1244-1",10,"sòm","sòm",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"51","aimo1244-1-11-1",NA,"aimo1244-1",11,"sòm-ləj-kʰə̀t","sòm-ləj-kʰə̀t",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"52","aimo1244-1-12-1",NA,"aimo1244-1",12,"sòm-ləj-ni","sòm-ləj-ni",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"53","aimo1244-1-13-1",NA,"aimo1244-1",13,"sòm-ləj-tʰùm","sòm-ləj-tʰùm",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"54","aimo1244-1-14-1",NA,"aimo1244-1",14,"sòm-ləj-mə́nli","sòm-ləj-mə́nli",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"55","aimo1244-1-15-1",NA,"aimo1244-1",15,"sòm-ləj-rəŋə̀","sòm-ləj-rəŋə̀",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"56","aimo1244-1-16-1",NA,"aimo1244-1",16,"sòm-ləj-kəruk","sòm-ləj-kəruk",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"57","aimo1244-1-17-1",NA,"aimo1244-1",17,"sòm-ləj-səri","sòm-ləj-səri",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"58","aimo1244-1-18-1",NA,"aimo1244-1",18,"sòm-ləj-kərìat","sòm-ləj-kərìat",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"59","aimo1244-1-19-1",NA,"aimo1244-1",19,"sòm-ləj-kúo","sòm-ləj-kúo",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"60","aimo1244-1-20-1",NA,"aimo1244-1",20,"sòmni","sòmni",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"61","aimo1244-1-21-1",NA,"aimo1244-1",21,"sòmni-ləj-kʰə̀t","sòmni-ləj-kʰə̀t",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"62","aimo1244-1-22-1",NA,"aimo1244-1",22,"sòmni-ləj-ni","sòmni-ləj-ni",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"63","aimo1244-1-23-1",NA,"aimo1244-1",23,"sòmni-ləj-tʰùm","sòmni-ləj-tʰùm",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"64","aimo1244-1-24-1",NA,"aimo1244-1",24,"sòmni-ləj-mə́nli","sòmni-ləj-mə́nli",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"65","aimo1244-1-25-1",NA,"aimo1244-1",25,"sòmni-ləj-rəŋə́","sòmni-ləj-rəŋə́",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"66","aimo1244-1-26-1",NA,"aimo1244-1",26,"sòmni-ləj-kəruk","sòmni-ləj-kəruk",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"67","aimo1244-1-27-1",NA,"aimo1244-1",27,"sòmni-ləj-səri","sòmni-ləj-səri",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"68","aimo1244-1-28-1",NA,"aimo1244-1",28,"sòmni-ləj-kərìat","sòmni-ləj-kərìat",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"69","aimo1244-1-29-1",NA,"aimo1244-1",29,"sòmni-ləj-kúo","sòmni-ləj-kúo",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"70","aimo1244-1-30-1",NA,"aimo1244-1",30,"sɔ̀mtʰùm","sɔ̀mtʰùm",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"71","aimo1244-1-40-1",NA,"aimo1244-1",40,"sòmmə́nli","sòmmə́nli",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"72","aimo1244-1-50-1",NA,"aimo1244-1",50,"sòmrəŋə̀","sòmrəŋə̀",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"73","aimo1244-1-60-1",NA,"aimo1244-1",60,"sòmkəruk","sòmkəruk",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"74","aimo1244-1-70-1",NA,"aimo1244-1",70,"sòmsəri","sòmsəri",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"75","aimo1244-1-80-1",NA,"aimo1244-1",80,"sòmkərìat","sòmkərìat",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"76","aimo1244-1-90-1",NA,"aimo1244-1",90,"sòmkúo","sòmkúo",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"77","aimo1244-1-100-1",NA,"aimo1244-1",100,"ré-kʰə̀t","ré-kʰə̀t",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"78","aimo1244-1-200-1",NA,"aimo1244-1",200,"ré-ni","ré-ni",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"79","aimo1244-1-1000-1",NA,"aimo1244-1",1000,"lisiŋ-kʰə̀t","lisiŋ-kʰə̀t",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"80","aimo1244-1-2000-1",NA,"aimo1244-1",2000,"lisiŋ-ni","lisiŋ-ni",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"81","akeu1235-1-1-1",NA,"akeu1235-1",1,"tɯʔ˨","tɯʔ˨",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"82","akeu1235-1-2-1",NA,"akeu1235-1",2,"ɲ̩ʔ˨","ɲ̩ʔ˨",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"83","akeu1235-1-3-1",NA,"akeu1235-1",3,"hɛ˦","hɛ˦",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"84","akeu1235-1-4-1",NA,"akeu1235-1",4,"li˨","li˨",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"85","akeu1235-1-5-1",NA,"akeu1235-1",5,"ŋa˨","ŋa˨",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"86","akeu1235-1-6-1",NA,"akeu1235-1",6,"koʔ˨","koʔ˨",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"87","akeu1235-1-7-1",NA,"akeu1235-1",7,"siʔ˨","siʔ˨",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"88","akeu1235-1-8-1",NA,"akeu1235-1",8,"eʔ˨","eʔ˨",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"89","akeu1235-1-9-1",NA,"akeu1235-1",9,"ɡy˨","ɡy˨",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"90","akeu1235-1-10-1",NA,"akeu1235-1",10,"tsʰə˦","tsʰə˦",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"91","akeu1235-1-11-1",NA,"akeu1235-1",11,"tsʰə˦ tɯʔ˨","tsʰə˦ tɯʔ˨",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"92","akeu1235-1-12-1",NA,"akeu1235-1",12,"tsʰə˦ ɲ̩ʔ˨","tsʰə˦ ɲ̩ʔ˨",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"93","akeu1235-1-13-1",NA,"akeu1235-1",13,"tsʰə˦ hɛ˦","tsʰə˦ hɛ˦",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"94","akeu1235-1-14-1",NA,"akeu1235-1",14,"tsʰə˦ li˨","tsʰə˦ li˨",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"95","akeu1235-1-15-1",NA,"akeu1235-1",15,"tsʰə˦ ŋa˨","tsʰə˦ ŋa˨",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"96","akeu1235-1-16-1",NA,"akeu1235-1",16,"tsʰə˦ koʔ˨","tsʰə˦ koʔ˨",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"97","akeu1235-1-17-1",NA,"akeu1235-1",17,"tsʰə˦ siʔ˨","tsʰə˦ siʔ˨",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"98","akeu1235-1-18-1",NA,"akeu1235-1",18,"tsʰə˦ eʔ˨","tsʰə˦ eʔ˨",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"99","akeu1235-1-19-1",NA,"akeu1235-1",19,"tsʰə˦ ɡy˨","tsʰə˦ ɡy˨",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"100","akeu1235-1-20-1",NA,"akeu1235-1",20,"ɲ̩ʔ˨ tsʰə˦","ɲ̩ʔ˨ tsʰə˦",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"101","akeu1235-1-21-1",NA,"akeu1235-1",21,"ɲ̩ʔ˨ tsʰə˦ tɯʔ˨","ɲ̩ʔ˨ tsʰə˦ tɯʔ˨",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"102","akeu1235-1-22-1",NA,"akeu1235-1",22,"ɲ̩ʔ˨ tsʰə˦ ɲ̩ʔ˨","ɲ̩ʔ˨ tsʰə˦ ɲ̩ʔ˨",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"103","akeu1235-1-23-1",NA,"akeu1235-1",23,"ɲ̩ʔ˨ tsʰə˦hɛ˦","ɲ̩ʔ˨ tsʰə˦hɛ˦",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"104","akeu1235-1-24-1",NA,"akeu1235-1",24,"ɲ̩ʔ˨ tsʰə˦li˨","ɲ̩ʔ˨ tsʰə˦li˨",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"105","akeu1235-1-25-1",NA,"akeu1235-1",25,"ɲ̩ʔ˨ tsʰə˦ŋa˨","ɲ̩ʔ˨ tsʰə˦ŋa˨",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"106","akeu1235-1-26-1",NA,"akeu1235-1",26,"ɲ̩ʔ˨ tsʰə˦koʔ˨","ɲ̩ʔ˨ tsʰə˦koʔ˨",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"107","akeu1235-1-27-1",NA,"akeu1235-1",27,"ɲ̩ʔ˨ tsʰə˦siʔ˨","ɲ̩ʔ˨ tsʰə˦siʔ˨",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"108","akeu1235-1-28-1",NA,"akeu1235-1",28,"ɲ̩ʔ˨ tsʰə˦eʔ˨","ɲ̩ʔ˨ tsʰə˦eʔ˨",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"109","akeu1235-1-29-1",NA,"akeu1235-1",29,"ɲ̩ʔ˨ tsʰə˦ɡy˨","ɲ̩ʔ˨ tsʰə˦ɡy˨",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"110","akeu1235-1-30-1",NA,"akeu1235-1",30,"hɛ˨ tsʰə˦","hɛ˨ tsʰə˦",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"111","akeu1235-1-40-1",NA,"akeu1235-1",40,"li˨ tsʰə˦","li˨ tsʰə˦",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"112","akeu1235-1-50-1",NA,"akeu1235-1",50,"ŋa˨ tsʰə˦","ŋa˨ tsʰə˦",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"113","akeu1235-1-60-1",NA,"akeu1235-1",60,"koʔ˨tsʰə˦","koʔ˨tsʰə˦",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"114","akeu1235-1-70-1",NA,"akeu1235-1",70,"siʔ˨tsʰə˦","siʔ˨tsʰə˦",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"115","akeu1235-1-80-1",NA,"akeu1235-1",80,"eʔ˨ tsʰə˦","eʔ˨ tsʰə˦",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"116","akeu1235-1-90-1",NA,"akeu1235-1",90,"ɡy˨ tsʰə˦","ɡy˨ tsʰə˦",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"117","akeu1235-1-100-1",NA,"akeu1235-1",100,"tʰɯ˨ ja˦","tʰɯ˨ ja˦",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"118","akeu1235-1-200-1",NA,"akeu1235-1",200,"ɲ̩ʔ˨ ja˦","ɲ̩ʔ˨ ja˦",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"119","akeu1235-1-400-1",NA,"akeu1235-1",400,"li˨ ja˦","li˨ ja˦",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"120","akeu1235-1-800-1",NA,"akeu1235-1",800,"ɛʔ˨ ja˦","ɛʔ˨ ja˦",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"121","akeu1235-1-1000-1",NA,"akeu1235-1",1000,"tʰɯ˨ pʰa˦","tʰɯ˨ pʰa˦",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"122","akeu1235-1-2000-1",NA,"akeu1235-1",2000,"ɲ̩ʔ˨ pʰa˦","ɲ̩ʔ˨ pʰa˦",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"123","akha1245-1-1-1",NA,"akha1245-1",1,"tĩ̀","tĩ̀",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"124","akha1245-1-1-2",NA,"akha1245-1",1,"tḭ˩","tḭ˩",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"125","akha1245-1-2-1",NA,"akha1245-1",2,"nyĩ̀","nyĩ̀",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"126","akha1245-1-2-2",NA,"akha1245-1",2,"ɲḭ˩","ɲḭ˩",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"127","akha1245-1-3-1",NA,"akha1245-1",3,"sḿ","sḿ",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"128","akha1245-1-3-2",NA,"akha1245-1",3,"sm˥","sm˥",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"129","akha1245-1-4-1",NA,"akha1245-1",4,"ø̀","ø̀",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"130","akha1245-1-4-2",NA,"akha1245-1",4,"oe˩","oe˩",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"131","akha1245-1-5-1",NA,"akha1245-1",5,"ŋà","ŋà",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"132","akha1245-1-5-2",NA,"akha1245-1",5,"ŋa˩","ŋa˩",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"133","akha1245-1-6-1",NA,"akha1245-1",6,"kõ̀","kõ̀",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"134","akha1245-1-6-2",NA,"akha1245-1",6,"ko̰˩","ko̰˩",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"135","akha1245-1-7-1",NA,"akha1245-1",7,"ʃĩ̀","ʃĩ̀",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"136","akha1245-1-7-2",NA,"akha1245-1",7,"ʃḭ˩","ʃḭ˩",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"137","akha1245-1-8-1",NA,"akha1245-1",8,"yɛ̃̀","yɛ̃̀",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"138","akha1245-1-8-2",NA,"akha1245-1",8,"yɛ̰˩","yɛ̰˩",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"139","akha1245-1-9-1",NA,"akha1245-1",9,"ɣø̀","ɣø̀",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"140","akha1245-1-9-2",NA,"akha1245-1",9,"ɣö˩","ɣö˩",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"141","akha1245-1-10-1",NA,"akha1245-1",10,"tsé","tsé",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"142","akha1245-1-10-2",NA,"akha1245-1",10,"tse˥","tse˥",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"143","akha1245-1-11-1",NA,"akha1245-1",11,"tsétĩ̀","tsétĩ̀",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"144","akha1245-1-12-1",NA,"akha1245-1",12,"tsényĩ̀","tsényĩ̀",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"145","akha1245-1-13-1",NA,"akha1245-1",13,"tsésḿ","tsésḿ",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"146","akha1245-1-14-1",NA,"akha1245-1",14,"tséø̀","tséø̀",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"147","akha1245-1-15-1",NA,"akha1245-1",15,"tséŋà","tséŋà",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"148","akha1245-1-16-1",NA,"akha1245-1",16,"tsékõ̀","tsékõ̀",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"149","akha1245-1-17-1",NA,"akha1245-1",17,"tséʃĩ̀","tséʃĩ̀",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"150","akha1245-1-18-1",NA,"akha1245-1",18,"tséyɛ̃̀","tséyɛ̃̀",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"151","akha1245-1-19-1",NA,"akha1245-1",19,"tséɣø̀","tséɣø̀",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"152","akha1245-1-20-1",NA,"akha1245-1",20,"nyĩ̀ tsé","nyĩ̀ tsé",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"153","akha1245-1-21-1",NA,"akha1245-1",21,"nyĩ̀ tsé tĩ̀","nyĩ̀ tsé tĩ̀",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"154","akha1245-1-22-1",NA,"akha1245-1",22,"nyĩ̀ tsé nyĩ̀","nyĩ̀ tsé nyĩ̀",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"155","akha1245-1-23-1",NA,"akha1245-1",23,"nyĩ̀ tsé sḿ","nyĩ̀ tsé sḿ",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"156","akha1245-1-24-1",NA,"akha1245-1",24,"nyĩ̀ tsé ø̀","nyĩ̀ tsé ø̀",NA,"","chan2019",NA,"false",NA,NA,"false","",1
"157","akha1245-1-25-1",NA,"akha1245-1",25,"nyĩ̀ tsé ŋà","nyĩ̀ tsé ŋà",NA,"","chan2019",NA,"false",NA,NA,"false","",1
